grupo,categoria,tipo_producto,titulo,ano,mes,verificacion,publico_objetivo,cuidad,genero_literario,nombre_proyecto,tipo_circulacion,enfoque_diferencial
GORAS,Divulgación Pública de la Ciencia producción de estrategias y contenidos transmedia,Producto de estrategias y contenidos transmedia,APP Saber Pro Interactivo,2018,Marzo,https://virtual.ucatolicaluisamigo.edu.co/campus/course/view.php?id=4195,Juvenil;Adulto,MEDELLÍN,Informativo-noticioso,Didácticas Específicas en el Programa de Administración de Empresas de la Universidad Católica Luis amigó,"Con cobertura ciudadana, comunitaria o local",
