grupo,categoria,tipo_producto,titulo,ano,numero_paginas,instituciones_participantes,URL,DOI,autores
JURIDICAS Y SOCIALES,Documentos de trabajo,Documento de trabajo (Working Paper),INFORME DE AUTOEVALUACIÓN CON FINES DE RENOVACIÓN DE LA ACREDITACIÓN,2015,236,Universidad Católica Luis Amigó Facultad de Derecho y Ciencias Políticas, https://www.funlam.edu.co/modules/ofertaacademica/item.php?itemid=6                 ,,JORGE IVAN GAVIRIA MESA
JURIDICAS Y SOCIALES,Documentos de trabajo,Documento de trabajo (Working Paper),Instituciones constitucionales sujetas a reforma en el marco del proceso de paz con las FARC-EP,2014,290,Fundación Universitaria Luis Amigó,                  ,,PAULO BERNARDO ARBOLEDA RAMIREZ
JURIDICAS Y SOCIALES,Documentos de trabajo,Documento de trabajo (Working Paper),ORALIDAD HERRAMIENTA DEL PROCESAMIENTO LABORAL Y DE LA SEGURIDAD SOCIAL EN COLOMBIA,2008,0,, https://docs.google.com/viewer?a=v&q=cache:NVTW6lXh-gkJ:revistas.pucp.edu.pe/index.php/derechoprocesal/article/download/2112/2047+&hl=es&gl=co&pid=bl&srcid=ADGEESivveNBI-PGKbo0Epi2LIxLooGnK8js54p0mdBQBrou3YOfj0Q_y6IzcVchBS-RpL0cuz9MFqCSC2Cu0umWmKuSEFfmQhlW13UOh_dzC149EFfMEPogAKqqo1dThNDv6xw2vwWG&sig                 ,,JOSE MAURICIO ARREDONDO DEL RIO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Quality Concepts of Learning Objects,2013,3,,                  ,,WALTER HUGO ARBOLEDA MAZO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Design of a MOOC on Software Engineering Learning,2013,8,,                  ,,WALTER HUGO ARBOLEDA MAZO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Estado del arte de la Ingeniería de Software para Desarrollar Objetos de Aprendizaje,2011,0,,                  ,,EDGAR SERNA M
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Informe de avance de proyecto de investigación,2011,0,,                  ,,EDGAR SERNA M
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Modelo de madurez de la gestión del conocimiento de corte interpretativo,2010,16,,                  ,,EDGAR SERNA M
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Analisis a los indicadores de autoevaluacion de la Facultad de Ingenierias,2010,25,,                  ,,"EDGAR SERNA M, JOSE EUCARIO PARRA CASTRILLON, PAULA ANDREA TAMAYO OSORIO, LUIS FERNANDO VARGAS CANO"
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),"Estructuracion de la linea de investigacion ""Sistemas de informacion y sociedad del conocimiento""",2010,89,,                  ,,EDGAR SERNA M
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Proyecto Educativo del Programa de Ingeniería de Sistemas de la FUNLAM,2009,58,,                  ,,LUIS FERNANDO VARGAS CANO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Estructura curricular programa Ingenieria de Sistemas,2009,1,,                  ,,"EDGAR SERNA M, JOSE EUCARIO PARRA CASTRILLON, LUIS FERNANDO VARGAS CANO"
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Indicadores sociales de ciencia y tecnología de la Fundación Universitaria Luis Amigó,2009,9,,                  ,,EDGAR SERNA M
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Documento de Autoevaluación con Fines de Acreditación del programa de Ingeniería de Sistemas de la FUNLAM,2009,132,,                  ,,LUIS FERNANDO VARGAS CANO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),"Informe de la revisión documental y discusión alrededor de las categorías producción científica, ciencia, tecnología e innovación",2009,22,,                  ,,EDGAR SERNA M
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Actualización de la Estructura Curricular para el Programa de Ingeniería de Sistemas de la FUNLAM,2009,45,,                  ,,LUIS FERNANDO VARGAS CANO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Carta descriptiva de la materia Matematica Discreta,2009,8,,                  ,,EDGAR SERNA M
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Propuesta para la implementacion del departamento de ciencias basicas en la Funlam,2009,120,,                  ,,EDGAR SERNA M
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),"Analisis a la interdisciplinaridad de Educacion, Comunicacion Social e Ingenieria de Sistemas",2009,28,,                  ,,LUIS FERNANDO VARGAS CANO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),"Diseño de la propuesta curricular de las áreas de Algoritmos y Lógica de Programación, Matemáticas Discretas y Matemáticas Aplicadas",2009,23,,                  ,,JOSE EUCARIO PARRA CASTRILLON
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),"Propuesta para estructurar, disenar y publicar una Revista Digital",2009,43,,                  ,,"EDGAR SERNA M, LUIS FERNANDO VARGAS CANO"
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),"Analisis al aporte de la tecnologia, la ciencia y la innovacion a un programa universitario de investigacion",2009,23,,                  ,,EDGAR SERNA M
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Cómo leer acerca de ciencia,2009,2,,                  ,,EDGAR SERNA M
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),El estado del arte la relacion entre los tres programas,2009,25,,                  ,,LUIS FERNANDO VARGAS CANO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Presentacion de la Revista Digital Lámpsakos a la comunidad universitaria,2009,4,,                  ,,LUIS FERNANDO VARGAS CANO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Cartas Descriptivas para los Cursos de la nueva Estructura Curricular del Programa de Ingeniería de Sistemas de la FUNLAM,2009,98,,                  ,,LUIS FERNANDO VARGAS CANO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Documento de Registro Calificado para la Renovación del Programa de Ingeniería de Sistemas de la FUNLAM,2009,257,,                  ,,LUIS FERNANDO VARGAS CANO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Analisis del producto final de los ciclos propedeuticos en las facultades de ingenieria en Antioquia,2008,1,,                  ,,WALTER HUGO ARBOLEDA MAZO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),La Administración de Proyectos,2008,1,,                  ,,WALTER HUGO ARBOLEDA MAZO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Algoritmos Inteligentes y Metodos de Busqueda,2008,1,,                  ,,WALTER HUGO ARBOLEDA MAZO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),UML y OMT Metodologías Orientadas a Objetos,2008,1,,                  ,,WALTER HUGO ARBOLEDA MAZO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),El Poder del Solver,2007,1,,                  ,,WALTER HUGO ARBOLEDA MAZO
SISCO,Documentos de trabajo,Documento de trabajo (Working Paper),Monitoreo y Control Satelital,2006,1,,                  ,,WALTER HUGO ARBOLEDA MAZO
