grupo,categoria,tipo_evento,titulo,ciudad_evento,fecha_inicio,fecha_fin,ambito,tipo_participacion,nombre_InstituciÃ³n,tipo_vinculaciÃ³n
CONTAS,Eventos Científicos,Encuentro,Rompiendo paradigmas... experiencias de mujeres científicas,MEDELLÍN, 2022-03-09 , 2022-03-09 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,Congreso Colombiano de Contadores Públicos,MEDELLÍN, 2022-03-05 , 2022-03-05 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,Panel reforma a la profesión contable en Colombia,MEDELLÍN, 2022-03-04 , 2022-03-04 , Nacional, Ponente Magistral Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Encuentro,El sistema tributario en el Estado Social de derecho,FACATATIVÁ, 2021-12-02 , 2021-12-02 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD DE CUNDINAMARCA,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,XVIII Encuentro de Investigación Formativa en Finanzas,MEDELLÍN, 2021-11-17 , 2021-11-19 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,QUALITATIVE RESEARCH AND CRITICAL ACCOUNTING: QRCA 2021 A LATIN AMERICAN CONFERENCE,São Paulo, 2021-11-16 , 2021-11-19 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Seminario,Seminario internacional. contabilidad y género,Valparaíso, 2021-10-15 , 2021-10-15 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,Reforma tributaria en contexto,MEDELLÍN, 2021-09-30 , 2021-09-30 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,7° Congreso Internacional sobre Crimen Económico y Fraude Financiero y Contable - Prevención y Gestión de los Delitos Corporativos,MEDELLÍN, 2021-09-28 , 2021-09-30 , Internacional, Organizador Instituciones asociadas, CORPORACIÓN UNIVERSITARIA REMINGTON,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Congreso,XXIV Encuentro Nacional de Investigación,MEDELLÍN, 2021-09-13 , 2021-09-13 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,XIII Reunión de Investigación en Contabilidad Social y Medioambiental ¿ 13th CSEAR Spain,Burgos, 2021-09-08 , 2021-09-10 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,XXIV Encuentro Nacional de Investigación: 2021,MEDELLÍN, 2021-09-08 , 2021-09-10 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,XVIV Encuentro Nacional de Investigaciones,MEDELLÍN, 2021-09-08 , 2021-09-09 , Nacional," Asistente , Ponente Instituciones asociadas", UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,IV Simposio Internacional de Teoría Contable,Buenos Aires, 2021-08-25 , 2021-08-27 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Seminario,"SEMINARIO INTERNACIONAL: CONTABILIDAD MEDIOAMBIENTAL, INFORMES DE SOSTENIBILIDAD Y RESPONSABILIDAD SOCIAL EMPRESARIAL",Valparaíso, 2021-08-18 , 2021-08-18 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,"I CONGRESO INTERNACIONAL DE CIENCIAS SOCIALES ECONÓMICAS, FINANCIERAS, ADMINISTRATIVAS Y CONTABLES,",MEDELLÍN, 2021-05-21 , 2021-05-22 , Internacional, Organizador Instituciones asociadas, UNIVERSIDAD DE CALDAS,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,Impuestos productividad y realidad social,MEDELLÍN, 2021-05-12 , 2021-05-12 , Nacional, Ponente Instituciones asociadas, CORPORACIÓN UNIVERSITARIA REMINGTON,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,"RETOS, TENDENCIAS, OBSTÁCULOS Y AVANCES DE LA CONTABILIDAD Y GÉNERO CONTABLE",MEDELLÍN, 2021-03-17 , 2021-03-17 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,PANEL CONTABILIDAD SOCIAL Y AMBIENTAL,MEDELLÍN, 2021-03-01 , 2021-03-01 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,Decimo congreso internacional de investigación e innovación,No Aplica, 2020-11-25 , 2020-11-27 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,V Jornada de Divulgación de Investigación de la Facultad de Contaduría Pública y el II Encuentro Interinstitucional,BOGOTÁ, 2020-11-06 , 2020-11-06 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD SANTO TOMAS,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,1ER CONGRESO INTERNACIONAL DE CONTADURIA PUBLICA Y CIENCIAS ADMINISTRATIVAS,MEDELLÍN, 2020-11-05 , 2020-11-06 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,Conversatorio internacional de estructura de la profesión contable: caso venezuela,MEDELLÍN, 2020-11-03 , 2020-11-03 , Internacional, Asistente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,XXIII Encuentro Nacional de Investigación-2020,MEDELLÍN, 2020-10-14 , 2020-10-16 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,XXIII Encuentro Nacional de Investigación-2020,MEDELLÍN, 2020-10-14 , 2020-10-16 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,SEXTO CONGRESO INTERNACIONAL DE CRIMEN ECONOMICO Y FRAUDE FINANCIERO Y CONTABLE,MEDELLÍN, 2020-10-05 , 2020-10-05 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,CONGRESO INTERNACIONAL SOBRE CRIMEN ECONOMICO Y FRAUDE FINANCIERO Y CONTABLE,MEDELLÍN, 2020-09-22 , 2020-09-24 , Internacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,CONFERENCIAS EN EL MARCO DE CONVENIO ENTRE LA UNIVERSIDAD CATÓLICA LUIS AMIGO Y LA UNIVERSIDAD DEL SINU,CARTAGENA DE INDIAS, 2020-06-05 , 2020-06-05 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,CONVERSATORIO VIRTUAL: CONTADURÍA PÚBLICA EN EL SIGLO XXI - EDUCACIÓN Y SOCIEDAD,MEDELLÍN, 2020-05-13 , 2020-05-13 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,SEMANA DEL CONTADOR PÚBLICO: RETOS Y PERSPECTIVAS DEL EJERCICIO PROFESIONAL CONTABLE,MEDELLÍN, 2020-03-02 , 2020-03-05 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Congreso,2019 Global Coference on Teacher Education for Education for Sustainable Development,Okayama, 2019-11-22 , 2019-11-25 , Internacional," Asistente , Ponente Instituciones asociadas", Okayama University,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,CONGRESO INTERNACIONAL DE RESPONSABILIDAD SOCIAL,BOGOTÁ, 2019-11-06 , 2019-11-07 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,QUALITATIVE RESEARCH AND CRITICAL ACCOUNTING: QRCA 2019 A LATIN AMERICAN CONFERENCE,BOGOTÁ, 2019-10-28 , 2019-10-31 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,El emprendiemiento social en las universidades,MEDELLÍN, 2019-10-15 , 2019-10-16 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,PRIMERAS JORNADAS INTERNAS DE INVESTIGACIÓN,SABANETA, 2019-10-01 , 2019-10-24 , Nacional, Ponente Instituciones asociadas, CorporaciÃ³n Universitaria Unisabaneta,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,1er foro de contadores públicos para la protección del ambiente y la recuperación del amazonas,BOGOTÁ, 2019-10-01 , 2019-10-01 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,QUINTO CONGRESO INTERNACIONAL CRIMEN ECONÓMICO Y FRAUDE FINANCIERO Y CONTABLE,MEDELLÍN, 2019-09-27 , 2019-09-28 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,"11° CONGRESO INTERNACIONAL DE INVESTIGACIÓN EN CONTADURÍA Y ADMINISTRACIÓN ""GESTIÓN Y ADMINISTRACIÓN COMO OPORTUNIDAD DE LAS ORGANIZACIONES""",Chiapas, 2019-09-26 , 2019-09-27 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,CONFERENCIA DE ACTUALIZACIÓN CONTABLE: INTERNACIONAL Y NACIONAL,PASTO, 2019-09-20 , 2019-09-20 , Nacional, Ponente Magistral Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Seminario,Diálogos para la sostenibilidad,MEDELLÍN, 2019-08-27 , 2019-08-28 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,IV Encuentro Nacional de Editores Contables,BOGOTÁ, 2019-08-27 , 2019-08-28 , Nacional, Asistente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,Conversatorios sobre las ramas de la contabilidad,MEDELLÍN, 2019-08-06 , 2019-08-09 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,Semana del Contador Público,MEDELLÍN, 2019-03-30 , 2019-03-30 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,1RO DE MARZO: DÍA DEL CONTADOR PÚBLICO,MEDELLÍN, 2019-03-25 , 2019-03-25 , Nacional, Ponente Magistral Instituciones asociadas, UNIVERSIDAD DE ANTIOQUIA,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,V ENCUENTRO METROPOLITANO DE INVESTIGACIÓN CONTABLE,MEDELLÍN, 2018-12-06 , 2018-12-06 , Nacional, Ponente Magistral Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,VI Encuentro Metropolitano de Grupos de Investigación Contable,MEDELLÍN, 2018-12-03 , 2019-11-03 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD AUTÓNOMA LATINOAMERICANA -UNAULA-,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,1er Congreso Internacional  por la defensa de la biodiversidad y la lucha contra la corrupción,MEDELLÍN, 2018-10-11 , 2018-10-13 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,Conversatorios sobre las ramas de la contabilidad: Contabilidad Social,MEDELLÍN, 2018-08-06 , 2018-08-06 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,III CONGRESO LATINOAMERICANO DE INVESTIGACIÓN CONTABLE,MEDELLÍN, 2018-04-19 , 2018-04-21 , Internacional," Organizador , Ponente Instituciones asociadas", UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,"XXII Congreso Internacional de Contaduría, Administración e Informática",ciudad de México, 2017-09-27 , 2017-09-28 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,Gestión ambiental empresarial frente a la contaminación de ciudades,MEDELLÍN, 2017-08-22 , 2017-08-22 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,FORO RESPONSABILIDAD SOCIAL DE LAS FIRMAS DE AUDITORIA EN LOS PROCESOS DE CORRUPCION EN COLOMBIA,MEDELLÍN, 2017-03-02 , 2017-03-02 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,Celebración del día del Contador Público,MEDELLÍN, 2017-03-01 , 2017-03-01 , Nacional, Ponente Magistral Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,CONFERENCIA GLOBALIZACION Y CONTABILIDAD,MEDELLÍN, 2017-03-01 , 2017-03-01 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,CONFERENCIA MATEMATICAS FINANCIERAS APLICADAS A LAS NIIF,MEDELLÍN, 2017-03-01 , 2017-03-01 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,CONFERENCIA EFECTOS DE LAS NIIF EN LA REFORMA TRIBUTARIA,MEDELLÍN, 2017-02-28 , 2017-02-28 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,CONFERENCIA CONTABILIDAD TRIBUTARIA. ASPECTOS RELEVANTES MODIFICADOS POR LA LEY 1819 DE 2016,BOGOTÁ, 2017-02-28 , 2017-02-28 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,CONFERENCIA REFORMA TRIBUTARIA VS NIIF,MEDELLÍN, 2017-02-27 , 2017-02-27 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,Foro: Implicaciones de la reforma tributaria,MEDELLÍN, 2017-02-22 , 2017-02-22 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,CONFERENCIA COSTOS Y GESTION,MEDELLÍN, 2017-02-22 , 2017-02-22 , Internacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,"CONFERENCIA TRATAMIENTO CONTABLE DE LA PROPIEDAD, PLANTA Y EQUIPO CON BASE EN PYME 2015",MEDELLÍN, 2017-02-21 , 2017-02-21 , Internacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,CONFERENCIA CONSIDERACIONES ACERCA DE LAS MODIFICACIONES DE LA NORMA NIIF PARA PYME 2015,MEDELLÍN, 2017-02-20 , 2017-02-20 , Internacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Encuentro,XIX ENCUENTRO NACIONAL DE INVESTIGACIÓN,MEDELLÍN, 2016-10-04 , 2016-10-07 , Nacional, Ponente Magistral Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,CONFERENCIA CONTADURIA Y POSCONFLICTO,MEDELLÍN, 2016-09-12 , 2016-09-12 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,CONFERENCIA UNA INTRODUCCION A LA INVESTIGACION CUALITATIVA Y CRITICA EN CIENCIAS DE GESTION,MEDELLÍN, 2016-09-09 , 2016-09-09 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Congreso,II Congreso Latinoamericano de Investigadores Contables,MEDELLÍN, 2016-09-08 , 2016-09-10 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,II CONGRESO LATINOAMERICANO DE INVESTIGADORES CONTABLES,MEDELLÍN, 2016-09-08 , 2016-09-10 , Internacional," Asistente , Ponente Magistral Instituciones asociadas", UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Congreso,PRIMER CONGRESO INTERNACIONAL DE INVSTIGACION: LA NUEVA GERENCIA PUBLICA DESDE EL CONTEXTO DE LAS POLÍTICAS SOCIALES,BOGOTÁ, 2016-08-30 , 2016-08-31 , Internacional, Ponente Instituciones asociadas, Red de Facultades de Contaduria,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,PRESENTACION DE MEJORES TRABAJOS DE PRACTICA Y MONOGRAFIAS,MEDELLÍN, 2016-08-24 , 2016-08-24 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,SOCIALIZACION DE ARTICULOS PUBLICABLES,MEDELLÍN, 2016-08-19 , 2016-08-20 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Taller,TALLER DE ELABORACION DE RENTA,MEDELLÍN, 2016-08-16 , 2016-08-19 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,SOCIALIZACION DE PRACTICAS Y MONOGRAFIAS,MEDELLÍN, 2016-05-18 , 2016-05-18 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,CATEDRA ABIERTA LA IMPORTANCIA DE LA CONTABILIDAD GUBERNAMENTAL COMO HERRAMIENTA PARA LA GESTION Y TOMA DE DECISIONES EN LAS ENTIDADES PUBLICAS,MEDELLÍN, 2016-03-17 , 2016-03-17 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,CONFERENCIA EVOLUCION DE LA REGULACION EN COLOMBIA,BOGOTÁ, 2016-03-04 , 2016-03-04 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,OLIMPIADAS DE CONOCIMIENTO CONTABLE 2,MEDELLÍN, 2016-03-04 , 2016-03-04 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,AUDIO CONFERENCIA LA ETICA SESION 1,MEDELLÍN, 2016-03-03 , 2016-03-03 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,CONVERSATORIO DE DOCENTES: LA EDUCACION SUPERIOR EN GUATEMALA,MEDELLÍN, 2016-03-03 , 2016-03-03 , Internacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,AUDIO CONFERENCIA LA ETICA SESION 2,MEDELLÍN, 2016-03-03 , 2016-03-03 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,OLIMPIADAS DE CONOCIMIENTO CONTABLE,MEDELLÍN, 2016-03-02 , 2016-03-02 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,CONFERENCIA INFIDENCIAS EN LA VIDA PASADA DEL CONTROL,MEDELLÍN, 2016-03-02 , 2016-03-02 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,CONFERENCIA GOBIERNO CORPORATIVO Y LAS NORMAS INTERNACIONALES DE AUDITORIA: INCIDENCIA EN LAS CATASTROFES FINANCIERAS,MEDELLÍN, 2016-03-01 , 2016-03-01 , Internacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,CONFERENCIA LAS FALACIAS DEL PRINCIPIO DE ESENCIA SOBRE FORMAS EN LA REPRESENTACION CONTABLE,MEDELLÍN, 2016-03-01 , 2016-03-01 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,CONFERENCIA SISTEMA CONTABLE,MEDELLÍN, 2016-02-29 , 2016-02-29 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Seminario,SEMINARIO DE ACTUALIZACION LABORAL,MEDELLÍN, 2016-02-29 , 2016-02-29 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,FORO IMPLICACIONES DE LA REFORMA TRIBUTARIA,MEDELLÍN, 2016-02-22 , 2017-02-22 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,DIPLOMATURA EN CONTABILIDAD INTERNACIONAL PARA PYMES,MEDELLÍN, 2016-02-16 , 2016-05-17 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Taller,TALLER DE ACTUALIZACION TRIBUTARIA EN RETENCION EN LA FUENTE,MEDELLÍN, 2016-02-09 , 2016-02-12 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,Conferencia: Por una contabilidad mas allá de las normas y formalización empresarial,MEDELLÍN, 2015-10-15 , 2015-10-15 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,Cátedra virtual de contabilidad social y ambiental,MEDELLÍN, 2015-09-29 , 2015-09-29 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Congreso,"IV Congreso internacional CIMIPYME 2015 ""La empresa sustentable y su compromiso social""",Puerto Vallarta, 2015-09-23 , 2015-09-25 , Internacional, Ponente Instituciones asociadas, Universidad de Valle de ATEMAJAC,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Congreso,XVI Congreso Nacional de Estudiantes de Ciencias Contables y financieras Perú - CONECCOF,Cusco, 2015-09-13 , 2015-09-19 , Internacional, Ponente Magistral Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Encuentro,XVIII Encuentro Nacional de Investigaciones,MEDELLÍN, 2015-09-08 , 2015-09-10 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CONTAS,Eventos Científicos,Otro,Conferencia: Normas internacionales de auditoria NIA,MEDELLÍN, 2015-08-19 , 2015-08-19 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,Actualización laboral y tributaria,MEDELLÍN, 2015-08-19 , 2015-08-19 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
CONTAS,Eventos Científicos,Otro,Diplomatura en normas internacionales de información financiera para pyme,MEDELLÍN, 2015-08-03 , 2015-11-13 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
