grupo,categoria,tipo_evento,titulo,ciudad_evento,fecha_inicio,fecha_fin,ambito,tipo_participacion,nombre_InstituciÃ³n,tipo_vinculaciÃ³n
CALIDAD DE VIDA,Eventos Científicos,Encuentro,"ENCUENTRO NACIONAL DE COMITES INTERINSTITUCIONALES DE EDUCACION AMBIENTAL -CIDEA- NUEVOS RETOS DE LA INSTITUCIONALIDAD TERRITORIAL EN EL CONTEXTO DE LOS ESCENARIOS DE POSTCONFLICTO, SOSTENIBILIDAD AMBIENTAL Y PAZ",NILO, 2016-07-20 , 2016-07-23 , Nacional, Compilador de memorias Instituciones asociadas, Ministerio de Ambiente y Desarrollo Sostenible,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Congreso,"II CONGRESO INTERNACIONAL ESTUDIOS EN ORGANIZACIONES PÚBLICAS, PRIVADAS Y SOCIALES EN AMÉRICA LATINA Y EL CARIBE",Margarita, 2016-05-23 , 2016-05-28 , Internacional, Ponente Instituciones asociadas," Red académica internacional Estudios organizacionales en América Latina, el",Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Simposio,Simposio de Investigación USTAMED 2015,MEDELLÍN, 2015-11-27 , 2015-11-27 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Congreso,"II Precongreso Educacion para la vida ""Saberes que construyen futuro""",MONTERÍA, 2015-11-10 , 2015-11-10 , Internacional, Ponente Magistral Instituciones asociadas, Gobernación De Córdoba,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Otro,Conferencia: Derechos Sociales,Maracaibo, 2015-10-09 , 2015-10-09 , Nacional, Ponente Magistral Instituciones asociadas, Universidad Privada Dr. Rafael Belloso Chacín,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,"II Encuentro Binacional de saberes ""Planes de desarrollo económico y social en América Latina""",RIOHACHA, 2015-07-31 , 2015-07-31 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD DE LA GUAJIRA,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Congreso,Congreso Internacional de Responsabilidad Social  2015,Monterría, 2015-03-26 , 2015-03-27 , Nacional, Asistente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Seminario,SITUACION DE LA MUJER CORDOBESA,MONTERÍA, 2015-03-07 , 2015-03-07 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Congreso,XII CONGRESO IBEROAMERICANO  DE SISTEMAS DE CONOCIMIENTO,CARTAGENA DE INDIAS, 2014-10-15 , 2014-10-15 , Internacional, Ponente Instituciones asociadas, Corporación Autónoma Regional de los Valles del Sinú y del San Jorge,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Simposio,"II Simposio internacional de Pedagogía, Educación e Investigación",BARRANQUILLA, 2014-08-21 , 2014-08-22 , Internacional," Asistente , Ponente Instituciones asociadas", UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Simposio,"II SIMPOSIO INTERNACIONAL DE PEDAGOGÍA, EDUCACIÓN E INVESTIGACIÓN . AMBIENTES DE APRENDIZAJE",CARTAGENA DE INDIAS, 2014-08-21 , 2014-08-22 , Internacional, Ponente Instituciones asociadas, Corporación Autónoma Regional de los Valles del Sinú y del San Jorge,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,Curso  Envejecimiento saludable: de la gestación al  futuro.,La Habana, 2014-07-11 , 2014-07-11 , Internacional, Asistente Instituciones asociadas, Centro de Referencia Latinoamericano para la Educación Preescolar,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,XI Encuentro   Internacional  de  Educación  Inicial   y  Preesscolar.,La Habana, 2014-07-08 , 2014-07-11 , Internacional, Ponente Instituciones asociadas, Centro de Referencia Latinoamericano para la Educación Preescolar,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,"ENCUENTRO INTERNACIONAL DE EDUCACION INICIAL Y PREESCOLAR  ""DE LA GESTACIÓN AL FUTURO """,La Habana, 2014-07-08 , 2014-07-11 , Internacional, Ponente Instituciones asociadas, Gobernación De Córdoba,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,FESTIVAL DE LA DIVERSIDAD BIOCULTURAL DE CORDOBA,MONTERÍA, 2014-06-03 , 2014-06-07 , Nacional, Organizador Instituciones asociadas, Corporación Autónoma Regional de los Valles del Sinú y del San Jorge,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Otro,I Festival de la Diversidad Biocultural de Cordoba,MONTERÍA, 2014-06-03 , 2014-06-07 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Congreso,Primer Congreso Nacional y II Congreso de Estudiantes de Trabajo Social,Monterría, 2014-04-03 , 2014-04-03 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,IX  Encuentro  Etnocultural  en el Departamento  de  Cordoba,MONTERÍA, 2013-10-16 , 2013-10-16 , Nacional, Organizador Instituciones asociadas, Federación  de Organizaciones Afrodescendientes del Departamento de Córdoba,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,XVI ENCUENTRO NNACIONAL Y X ENCUENTRO INTERNACIONAL DE SEMILLEROS DE INVESTIGACIÓN,MONTERÍA, 2013-10-10 , 2013-10-13 , Internacional," Asistente , Organizador Instituciones asociadas", Fundación Red Colombiana de Semilleros de Investigación RedColsi,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Seminario,IV Seminario en Investigación e Innovación Educativa Regional Caribe (SIIEC2014),MONTERÍA, 2013-09-25 , 2014-09-25 , Nacional, Asistente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,VIII Encuentro Departamental de Semilleros  de  Investigación. EDESI 2013,MONTERÍA, 2013-05-01 , 2013-05-02 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Congreso,VII CONGRESO DE PREVENCIÓN DEL RIESGO,MONTERÍA, 2013-01-01 ,  , Nacional, Organizador Instituciones asociadas, Colmena Arp,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,VIII Encuentro Etnocultural para la convivencia pacifica en el departamento de Córdoba,Monterría, 2012-12-11 , 2012-12-12 , Nacional, Organizador Instituciones asociadas, Federación  de Organizaciones Afrodescendientes del Departamento de Córdoba,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Otro,"Territorios de Vida, no arrancamos de cero",Monterría, 2012-12-05 , 2012-12-05 , Nacional, Organizador Instituciones asociadas, Ministerio Del Interior - Mininterior,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,Encuentro con delegados de los programas de pedagogia para profesionales no licenciados,BOGOTÁ, 2012-11-29 , 2012-11-29 , Nacional, Organizador Instituciones asociadas, Ministerio De Educación Nacional - Mineducación,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,Foro Educativo Municipal,Monterría, 2012-05-23 , 2012-05-23 , Nacional, Organizador Instituciones asociadas, Fundacion Ambiente y Desarrollo,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,ENCUENTRO INTERNACIONAL DE EDUCACION Y PEDAGOGIA,BOGOTÁ, 2011-01-01 ,  , Internacional, Organizador Instituciones asociadas, UNIVERSIDAD NACIONAL DE COLOMBIA,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,Encuentro de rectores y lideres de grupos de investigación,MONTERÍA, 2010-10-15 , 2010-10-15 , Nacional, Asistente Instituciones asociadas, Universidad del Sinú - Elías Bechara Zainum,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Otro,III Semana de la Ciencia la Tecnologìa e Innovaciòn Cordona 2010,MONTERÍA, 2010-09-30 , 2010-10-10 , Nacional, Organizador Instituciones asociadas, Subcomision Acadèmica de Ciencia y Tecnologìa,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Seminario,SEMINARIO SOBRE PERTINENCIA DE LA EDUCACION PREESCOLAR EN COLOMBIA,MONTERÍA, 2010-03-14 , 2014-03-15 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Seminario,PERTINENCIA DE LA EDUCACION INFANTIL EN COLOMBIA,MONTERÍA, 2010-01-01 ,  , null, Organizador Instituciones asociadas, Fundación Universitaria CEIPA,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Otro,DIPLOMADO EN DOCENCIA   UNIVERSITARIA-MODULO. MODELOS  Y TENDENCIAS PEDAGOGICAS CONTEMPORANEAS EN LA EDUCACION,MONTERÍA, 2010-01-01 ,  , null, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Otro,PANEL. INVESTIGACION EN EL AULA,MONTERÍA, 2010-01-01 ,  , Nacional, Organizador Instituciones asociadas, PANEL INVESTIGACION EN EL AULA,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Seminario,LAS TECNICAS DE GRUPOS OPERATIVOS COMO ESTRATEGIA DE INTERVENCION DE LAS PROBLEMATICAS PSICOSOCIALES,MONTERÍA, 2010-01-01 ,  , null, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,ACUERDO NACIONAL POR LA PAZ Y RECONCILIACION NACIONAL,MONTERÍA, 2010-01-01 ,  , null, Organizador Instituciones asociadas, ACUERDO NACIONAL POR LA PAZ Y RECONCILIACION,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Seminario,CONSTRUCCION DEL CONOCIMIENTO MATEMATICO A PARTIR DE PROBLEMAS,MONTERÍA, 2010-01-01 ,  , null, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Taller,SEMINARIO TALLER SOBRE ANALISIS E INTERPRETACION DE LA INVESTIGACION CUANTITATIVA Y CUALITATIVA EN LA INVESTIGACION SOCIAL,MONTERÍA, 2010-01-01 ,  , null, Organizador Instituciones asociadas, CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,CONSEJO DE POLITICA SOCIAL DEL DPTO DE CORDOBA,MONTERÍA, 2010-01-01 ,  , null, Organizador Instituciones asociadas, Gobernación De Córdoba,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,V Encuentro Etnocultural para la Convivencia Pacífica en el Departamento de Córdoba,MONTERÍA, 2009-09-25 , 2009-09-26 , Nacional, Organizador Instituciones asociadas, Gobernación De Córdoba,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Otro,Panel de expertos para la preseleccion de propuestas presentadas a la convocatoria de proyectos de investigaciòn relacionados con los sectores transversales de educaciòn y salud priorizados en la Agenda Prospectiva de Cy T del Depto de Còrdoba.,MONTERÍA, 2009-01-28 , 2009-01-30 , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD DE CORDOBA,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,V ENCUENTRO ETNOCULTURAL PARA LA CONVIVENCIA PACIFICA DEL DPTO. DE CORDOBA 2009,MONTERÍA, 2009-01-01 ,  , null, Organizador Instituciones asociadas, V ENCUENTRO ETNOCULTURAL PARA LA CONVICENCIA PACIFICA DEL DPTO DE CORDOBA,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Seminario,"SEMINARIO TALLER SOBRE LA PREVENCION DEL SUICIDIO EN EL ESCENARIO ESCOLAR, UN ENFOQUE PSICOSOCIAL",MONTERÍA, 2009-01-01 ,  , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Seminario,LOS GRUPOS OPERATIVOS COMO ESTRATEGIA DE INTERVENCION DE LAS PROBLEMATICAS PSICOSOCIAL,MONTERÍA, 2008-01-01 ,  , Internacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,XI ENCUENTRO NACIONAL  DE INVESTIGACION,MONTERÍA, 2008-01-01 ,  , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Otro,FORO POR LA PAZ Y LA SALUD MENTAL,MONTERÍA, 2007-11-01 , 2007-11-02 , Nacional," Compilador de memorias , Ponente",NA,NA
CALIDAD DE VIDA,Eventos Científicos,Encuentro,IX Encuentro Nacional de Investigadores,MEDELLÍN, 2006-01-01 ,  , Nacional, Organizador Instituciones asociadas, FundaciònUniversitaria Luìs Amigò,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,I Encuentro Departamental de Semilleros de Investigaciòn,MONTERÍA, 2006-01-01 ,  , Nacional, Organizador Instituciones asociadas, Junta Nodo Cordoba,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,ENCUENTRO NACIONAL DE INVESTIGADORES,MEDELLÍN, 2005-01-01 ,  , null, Asistente,NA,NA
CALIDAD DE VIDA,Eventos Científicos,Encuentro,Septimo encunetro nacional de investigadores,MONTERÍA, 2004-01-01 ,  , Nacional, Organizador Instituciones asociadas, FUNLAM,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,VII ENCUENTRO NACIONAL DE INVESTIGADORES,MONTERÍA, 2004-01-01 ,  , Nacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Encuentro,Sexto encuentro nacional de investigadores,MEDELLÍN, 2003-01-01 ,  , Nacional, Organizador Instituciones asociadas, FUNLAM,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Seminario,"SEMINARIO  MANEJO DEL CONFLICTO DESDE LA FAMILIA, LA EDUCACIÓN Y LA ECONOMIA SOLIDARIA",MONTERÍA, 1997-01-29 , 1997-09-30 , Nacional, Asistente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
CALIDAD DE VIDA,Eventos Científicos,Otro,"Socialización del estudio ""Pautas de crianzas de familias colombianas""",BOGOTÁ, 1997-01-01 ,  , null, Asistente,NA,NA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Simposio,"Osadías para la Salud Pública Juvenil. Secretaría de la Juventud, Alcaldía de Medellín",MEDELLÍN, 2021-08-25 , 2021-08-29 , Nacional, Ponente Instituciones asociadas, ALCALDIA DE MEDELLIN,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Congreso,Congreso Internacional Cátedra Unesco 2020. Mejoramiento de las Condiciones de Vida de la Población Desplazada y los Retos de la Transición,BOGOTÁ, 2020-11-19 , 2020-11-20 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Congreso,I Congreso Internacional PsicoActualidad (CIP): Visión Iberoamericana de las Realidades y Desafíos de la Sociedad,MEDELLÍN, 2020-11-18 , 2020-11-20 , Internacional, Ponente Instituciones asociadas, TECNOLOGICO DE ANTIOQUIA INSTITUCION UNIVERSITARIA,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Encuentro,"XIII Encuentro Internacional Pensar el Caos, el Vació y las Complejidades en Educación",PEREIRA, 2020-11-17 , 2020-11-17 , Internacional, Ponente Instituciones asociadas, Universidad De Manizales - Umanizales,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Simposio,IV Simposio Nacional de Estudios Literarios. Panel Literatura y Educación en la Diversidad,IBAGUÉ, 2020-11-12 , 2020-11-12 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD DEL TOLIMA,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Encuentro,II Encuentro de la ECSAH,BOGOTÁ, 2020-10-23 , 2020-10-23 , Nacional, Ponente Magistral Instituciones asociadas, UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,Tipo de vinculación Gestionadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Congreso,Semana de la Psicología,MANIZALES, 2020-10-15 , 2020-10-16 , Nacional, Ponente Magistral Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Otro,XXII Encuentro Nacional de Investigación,MEDELLÍN, 2020-10-14 , 2020-10-16 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Otro,XXIII Encuentro Nacional de Investigación,MEDELLÍN, 2020-10-14 , 2020-10-16 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Encuentro,"XXIII Encuentro Nacional de Investigación, realizado por la Universidad Católica Luis Amigó",MEDELLÍN, 2020-10-14 , 2020-10-16 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Encuentro,XXIII Encuentro Nacional de Investigación,MEDELLÍN, 2020-10-14 , 2020-10-16 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Encuentro,XXIII Encuentro Nacional de Investigación,MEDELLÍN, 2020-10-14 , 2020-10-16 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Encuentro,XXIII Encuentro Nacional de Investigación,MEDELLÍN, 2020-10-14 , 2020-10-16 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Encuentro,XXIII Encuentro Nacional de Investigación,MEDELLÍN, 2020-10-14 , 2020-10-16 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Encuentro,XXIII Encuentro Nacional de Investigación,MEDELLÍN, 2020-10-14 , 2020-10-16 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Encuentro,XXIII ENCUENTRO NACIONAL DE INVESTIGACIÓN,MEDELLÍN, 2020-10-14 , 2020-10-16 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Seminario,Seminario Latinoamericano: Diálogo de Saberes Para Una Pedagogía Hospitalaria en el Siglo XXI Post-pandemia,MANIZALES, 2020-10-14 , 2020-10-14 , Internacional, Ponente Magistral Instituciones asociadas, UNIVERSIDAD CATÓLICA DE MANIZALES,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Encuentro,XXIII ECUENTRO NACIONAL DE INVESTIGACIÓN,MEDELLÍN, 2020-10-14 , 2020-10-16 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Seminario,Seminario Internacional de Investigación Segregación y fragmentación urbana,Gudalajara, 2020-09-24 , 2020-09-25 , Internacional, Ponente Instituciones asociadas, Universidad de Guadalajara,Tipo de vinculación Gestionadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Congreso,IX Coloquio Nacional y VI Internacional de Metodología de la Investigación en Ciencias Sociales: La Cualidad de la Calidad Desafíos y Posibilidades Sociales/Educativas en América Latina Territorios/Cualidades/Interculturalidades,MANIZALES, 2020-09-16 , 2020-10-08 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATÓLICA DE MANIZALES,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Encuentro,VI Encuentro Internacional de Pasantías de Investigación (DELFIN),MANIZALES, 2020-08-05 , 2020-08-05 , Internacional, Organizador Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Seminario,Seminario Tiempo de epidemias en las sociedades de individuos,MEDELLÍN, 2020-06-17 , 2020-06-17 , Nacional, Ponente Magistral Instituciones asociadas, UNIVERSIDAD NACIONAL DE COLOMBIA,Tipo de vinculación Gestionadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Otro,IV Panel de lo psicosocial: vivencias y resistencias en medio de una pandemia,MEDELLÍN, 2020-05-13 , 2020-05-15 , Nacional, Ponente Magistral Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Simposio,IV Foro de lo Psicosocial: Vivencias y Experiencias de Resistencia en Medio de una Pandemia,MEDELLÍN, 2020-05-13 , 2020-05-15 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Encuentro,Jornada de Estudios Historiográficos,BARRANQUILLA, 2020-04-24 , 2020-04-24 , Nacional, Ponente Magistral Instituciones asociadas, UNIVERSIDAD DEL ATLÁNTICO,Tipo de vinculación Gestionadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Congreso,XI Congreso Internacional de Salud Pública,MEDELLÍN, 2019-11-20 , 2019-11-22 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD DE ANTIOQUIA,Tipo de vinculación Gestionadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Encuentro,Lo Psicosocial en los contextos Latinoamericanos,MEDELLÍN, 2019-10-24 , 2019-10-26 , Nacional," Asistente , Ponente Instituciones asociadas", UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Gestionadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Seminario,I Coloquio Internacional de Investigación: Los Retos de la Investigación a la Solución de Problemas Sociales,MANIZALES, 2019-10-21 , 2019-10-21 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Congreso,"Congreso Internacional de Investigación Red RIACO 2019, VIII Encuentro de Investigadores y V Encuentro de Semilleros de Investigación: Innovación, Estrategia y Competitividad para el Desarrollo de las Regiones",BUCARAMANGA, 2019-10-17 , 2019-10-18 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Encuentro,XXIII Encuentro Nacional de Investigación,MEDELLÍN, 2019-10-14 , 2019-10-16 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Otro,Semana de la psicología: Fenómenos Psicosociales Contemporáneos,MANIZALES, 2019-10-11 , 2019-10-11 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Encuentro,Foro Municipal sobre Salud Mental en el Suroeste Antioqueño.,ANDES, 2019-10-10 , 2019-10-10 , Nacional," Organizador , Ponente Magistral Instituciones asociadas", UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Congreso,"Congreso Nacional de la Cátedra Unesco: Desplazamiento Forzado, Ruptura de los Vínculos Sociales Rotos y Construcción de Políticas Públicas Desde Abajo",BOGOTÁ, 2019-10-10 , 2019-10-11 , Nacional, Ponente Instituciones asociadas, UNIVERSIDAD EXTERNADO DE COLOMBIA,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Congreso,Congreso Internacional Epistemologías del Sur y Ruralidades Latinoamericanas,RIONEGRO, 2019-10-09 , 2019-10-11 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA DE ORIENTE,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Congreso,VIII Congreso internacional ALFEPSI. Discursos y prácticas para una formación en psicología latinoamericana culturalmente sensible.,MEDELLÍN, 2019-10-02 , 2019-10-05 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD COOPERATIVA DE COLOMBIA,Tipo de vinculación Patrocinadora
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Eventos Científicos,Congreso,Primer Congreso Internacional de Práctica Pedagógica,MANIZALES, 2019-10-02 , 2019-10-04 , Internacional, Ponente Instituciones asociadas, UNIVERSIDAD CATOLICA LUIS AMIGO,Tipo de vinculación Patrocinadora
