grupo,categoria,Titulo,Pais,Ano,Idioma,Medio_divulgacion,Autores
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Demás trabajos,"Corrección de estilo Revista Colombiana de Ciencias Sociales Vol. 6 N° 1 (enero-junio, 2015)",Colombia, 2015,Español,Internet,SONIA NATALIA COGOLLO OSPINA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Demás trabajos,Primer Bienal Latinoamericano de Infancias y Juventudes.  Configuración  identitaria en jóvenes que vivieron en su infancia la desaparición forzada de un familiar..,Colombia, 2014,Español,Internet,"ALEXANDER RODRIGUEZ BUSTAMANTE, ALEXANDER  ALVIS RIZZO, CARMEN PATRICIA DUQUE SIERRA, ALEXANDER ALVIS RIZZO"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Demás trabajos,"VII SEMINARIO NACIONAL DE FAMILIA: Retos y Posibilidades para las Familias, las Instituciones y el Estado frente a la Violencia, la Exclusión y la Pobreza",Colombia, 2014,Español,Internet,"ALEXANDER RODRIGUEZ BUSTAMANTE, ALEXANDER  ALVIS RIZZO, CARMEN PATRICIA DUQUE SIERRA, ALEXANDER ALVIS RIZZO"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Demás trabajos,Precongreso Responsabilidad Social y Educación,Colombia, 2014,Español,Internet,NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Demás trabajos,Corrección de estilo Revista Colombiana de Ciencias Sociales Vol. 5 No. 2,Colombia, 2014,Español,Internet,SONIA NATALIA COGOLLO OSPINA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Demás trabajos,El fuego y el Arco. Reflexiones sobre la técnica,Colombia, 2014,Español,Papel,ANDRES FELIPE MARIN CORTES
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Demás trabajos,"Corrección de estilo revista Perseitas Vol. 2 No. 1 (enero-junio, 2014)",Colombia, 2013,Español,Internet,SONIA NATALIA COGOLLO OSPINA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Demás trabajos,Corrección de estilo Revista Colombiana de Ciencias Sociales Vol. 4 No. 2,Colombia, 2013,Español,Internet,SONIA NATALIA COGOLLO OSPINA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Demás trabajos,Conferencia ¿psicodrama: una metodología de intervención en diferentes escenarios,Colombia, 2013,Español,Internet,JUAN CAMILO ARIAS CASTRILLON
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Demás trabajos,Conferencia Psicología social en Colombia,Colombia, 2012,Español,Internet,JUAN CAMILO ARIAS CASTRILLON
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Demás trabajos,Documento Maestro Maestría en Intervenciones Psicosociales,Colombia, 2011,Español,Papel,NORMAN DARIO MORENO CARMONA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Demás trabajos,"Conferencia ¿Relación entre vocabulario receptivo y coeficiente intelectual""",Colombia, 2011,Español,Internet,JUAN CAMILO ARIAS CASTRILLON
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Demás trabajos,Actualización del plan de estudios del programa de psicología de la FUNLAM,Colombia, 2010,Español,Papel,NORMAN DARIO MORENO CARMONA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Demás trabajos,HACIA UNA PROPUESTA INTEGRAL DE SALUD MENTAL,Colombia, 2010,Español,Papel,CRISTOBAL OVIDIO MUNOZ ARROYAVE
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Demás trabajos,"Divulgación del libro: La disciplina del desarrollo familiar colombiano. Un diálogo entre conocimiento científico, intervención y acompañamiento familiar",Colombia, 2018,Español,Internet,"ALEXANDER RODRIGUEZ BUSTAMANTE, GERMAN DARIO HERRERA SARAY, EDISON FRANCISCO VIVEROS CHAVARRIA, LUZ MARIA LOPEZ MONTANO"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Demás trabajos,"Curso de doctorado ""Teorías de familia clásicas y contemporáneas""",Colombia, 2018,Español,Internet,EDISON FRANCISCO VIVEROS CHAVARRIA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Demás trabajos,Entrevista Periódico Gente Laureles Jun. 3 al 9 de 2016,Colombia, 2016,Español,Internet,ALEXANDER RODRIGUEZ BUSTAMANTE
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Demás trabajos,"Ponencia : El aula de paz: retos y actores en la construcción de una cultura de paz en Colombia. En: El Encuentro Nacional de Postconflicto, Salud Mental y Acciones Psicosociales Hacia la Paz realizados los días 26, 27 y 28 de Mayo de 2016 en el Instituto León Tolstoi en Bogotá Colombia.",Colombia, 2016,Español,Internet,"ALEXANDER RODRIGUEZ BUSTAMANTE, GLORIA MARIA LOPEZ ARBOLEDA, JUAN CARLOS ECHEVERRI ALVAREZ"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Demás trabajos,Primer Bienal Latinoamericano de Infancias y Juventudes.  Configuración  identitaria en jóvenes que vivieron en su infancia la desaparición forzada de un familiar..,Colombia, 2014,Español,Internet,"ALEXANDER RODRIGUEZ BUSTAMANTE, ALEXANDER  ALVIS RIZZO, CARMEN PATRICIA DUQUE SIERRA, ALEXANDER ALVIS RIZZO"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Demás trabajos,"VII SEMINARIO NACIONAL DE FAMILIA: Retos y Posibilidades para las Familias, las Instituciones y el Estado frente a la Violencia, la Exclusión y la Pobreza",Colombia, 2014,Español,Internet,"ALEXANDER RODRIGUEZ BUSTAMANTE, ALEXANDER  ALVIS RIZZO, CARMEN PATRICIA DUQUE SIERRA, ALEXANDER ALVIS RIZZO"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Demás trabajos,FORO: LA FAMILIA... ENCUENTROS Y DESENCUENTROS,Colombia, 2014,Español,Internet,ALEXANDER RODRIGUEZ BUSTAMANTE
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Demás trabajos,Jornadas Facultad Psicología y Ciencias Sociales. Taller de profundización en Actividad Física y Deporte (Lúdica),Colombia, 2013,Español,Internet,JOSE TOMAS CORTES DIAZ
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Demás trabajos,"La Formación De Profesionales En Los Campos De La Educación Física, El Deporte, La Recreación Y La Actividad Física En Colombia. Expomotricidad 2013. Simposio Internacional de Formación de profesionales en el área de Educación Física, Recreación, Deporte y afines y Encuentro Nacional de Directores..",Colombia, 2013,Español,Internet,JESUS MARIA PINILLOS GARCIA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Demás trabajos,"Gestión en el escenario educativo, el caso de la Fundación Universitaria Luis Amigó. Expomotricidad 2013. 7° Jornadas iberoamericanas de Gestón y Administración Deportiva",Colombia, 2013,Español,Internet,JESUS MARIA PINILLOS GARCIA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Demás trabajos,"Epistemología, historia y didáctica de la Educación Física, una relación necesaria.Simposio de Didáctica de la Educación Física. Universidad Pedagógica Nacional",Colombia, 2012,Español,Papel,JESUS MARIA PINILLOS GARCIA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Demás trabajos,"Paternidad, Maternidad: Familias que se escuchan / Familias que aprenden...",Colombia, 2012,Español,Internet,ALEXANDER RODRIGUEZ BUSTAMANTE
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Demás trabajos,"SIMPOSION ""DESDE OTRAS VOCES: EDUCACIÓN PARA LA VIDA",Colombia, 2010,Español,Internet,"ALEXANDER RODRIGUEZ BUSTAMANTE, ALEXANDER  ALVIS RIZZO, CARMEN PATRICIA DUQUE SIERRA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Demás trabajos,"ENTREVISTA EN TELEANTIOQUIA: Historias de hermanos, relatos de convivencia en familia.",Colombia, 2010,Español,Internet,ALEXANDER RODRIGUEZ BUSTAMANTE
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Demás trabajos,ENTREVISTA EN TELEMELLÍN: Víctimas de la Violencia - Libro El Cielo no me abandona (VideoCast),Colombia, 2008,Español,Internet,ALEXANDER RODRIGUEZ BUSTAMANTE
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,la revisión y análisis para el proceso de validación lógica del instrumento de evaluación de los Estilos Educativos Familiares - EVALEF-,Colombia, 2021,Español,Internet,SONIA RUTH QUINTERO ARRUBLA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,Documento Maestro del Doctorado en Educación,Colombia, 2019,Español,Internet,"CARMEN YSABEL MARTINEZ DE MERINO, JOSE WILMAR PINO MONTOYA, DIANA CAROLINA GARCIA LONDONO"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,Elaboración del curso: Metodología de la Investigación Cualitativa,Colombia, 2016,Español,Internet,JOSE WILMAR PINO MONTOYA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,"Conferencia ""Afectividad, sexualidad y homosexualidad en la vida consagrada""",Colombia, 2014,Español,Otro,GLORIA MARIA LOPEZ ARBOLEDA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,Ponencia. Sexualidad y erotismo en pareja: una mirada psicológica al arte de seducir.,Colombia, 2014,Español,Otro,GLORIA MARIA LOPEZ ARBOLEDA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,Ponencia. La curiosidad sexual en la niñez y la docta ignorancia sexual en la adultez,Colombia, 2013,Español,Otro,GLORIA MARIA LOPEZ ARBOLEDA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,"Taller teórico-práctico ""Sexualidad y erotismo en la pareja""",Colombia, 2013,Español,Internet,GLORIA MARIA LOPEZ ARBOLEDA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,"Conferencia Monitores. Rendimiento óptimo, estrés e inteligencia emocional en los profesionales de la salud",Colombia, 2013,Español,Internet,GLORIA MARIA LOPEZ ARBOLEDA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,"Conferencia docentes. Rendimiento óptimo, estrés e inteligencia emocional en los profesionales de la salud",Colombia, 2013,Español,Internet,GLORIA MARIA LOPEZ ARBOLEDA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,"Taller. Rendimiento óptimo, estrés e inteligencia emocional en los profesionales de la salud",Colombia, 2013,Español,Internet,GLORIA MARIA LOPEZ ARBOLEDA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,Matrices estéticas: una propuesta para reflexionar la educación en infancia,Colombia, 2012,Español,Internet,"NATALIA ANDREA ALZATE ALZATE"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,"Literatura, lenguaje y escritura: infancia y fantasía",Colombia, 2012,Español,Internet,"NATALIA ANDREA ALZATE ALZATE"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,Resultados finales de la investigación Familiar y las prácticas de crianza,Colombia, 2012,Español,Internet,"NATALIA ANDREA ALZATE ALZATE"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,Curso de ingles para maestria,Colombia, 2012,Español,Papel,FREDY ALEXANDER ZAPATA RENDON
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,"Prácticas de crianza y Dinámica familiar, una reflexión derivada de la Cartilla crianza de uno, crianza de todos",Colombia, 2012,Español,Internet,"NATALIA ANDREA ALZATE ALZATE"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,"Ponencia ""historia, Infancia y Olvido""",Colombia, 2009,Español,Papel,"NATALIA ANDREA ALZATE ALZATE"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Demás trabajos,Encuentro formativo - Pruebas estandarizadas,Colombia, 2009,Español,Papel,"NATALIA ANDREA ALZATE ALZATE"
NEUROCIENCIAS BASICAS Y APLICADAS,Demás trabajos,MODELO DE SIMULACIÓN PARA LA PREDICCIÓN DE LA POBLACIÓN EN CENTROS DE ATENCIÓN ESPECIALIZADOS PARA MENORES INFRACTORES,Colombia, 2015,Español,Internet,VICTOR DANIEL GIL VERA
NEUROCIENCIAS BASICAS Y APLICADAS,Demás trabajos,EL CARNAVAL COMO ESCENARIO PARA EL DESARROLLO PERSONAL Y SOCIAL DEL SER HUMANO,Colombia, 2015,Español,Papel,JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Demás trabajos,"Relación entre antención, memoria operativa y procesos de lecto-escritura en un caso de TDAH-I y un caso control",Colombia, 2013,Español,Otro,PAULA ANDREA MONTOYA ZULUAGA
NEUROCIENCIAS BASICAS Y APLICADAS,Demás trabajos,Funncionamiento de la atención y la memoria operativa en niños que interpretan instrumentos polifónicos y monofónicos,Colombia, 2013,Español,Otro,PAULA ANDREA MONTOYA ZULUAGA
GESNE,Demás trabajos,Comunicación organizacional: sus inicios y su futuro,Colombia, 2021,Español,Internet,"FRANCISCO JAVIER CLAVIJO TAPIA, PEDRO LUIS DUQUE HURTADO"
GESNE,Demás trabajos,Comunicación Organizacional: Sus inicios y su futuro,Colombia, 2021,Español,Internet,"PEDRO LUIS DUQUE HURTADO, FRANCISCO JAVIER CLAVIJO TAPIA"
GESNE,Demás trabajos,Comuniación Organizacional y capacidad de adaptación: El antes y después del COVID-19,Colombia, 2021,Español,Internet,"PEDRO LUIS DUQUE HURTADO, FRANCISCO JAVIER CLAVIJO TAPIA"
GESNE,Demás trabajos,Comunicación organizacional y capacidad de adaptación: el antes y después del Covid-19,Colombia, 2021,Español,Internet,"PEDRO LUIS DUQUE HURTADO, FRANCISCO JAVIER CLAVIJO TAPIA"
GESNE,Demás trabajos,Comunicación Organizacional: de la información del siglo XX a las tendencias del siglo XXI,Colombia, 2021,Español,Internet,"FRANCISCO JAVIER CLAVIJO TAPIA, PEDRO LUIS DUQUE HURTADO"
GESNE,Demás trabajos,Boletín Science Economic & business # 4,Colombia, 2018,Español,Internet,NELSON MARIN LATORRE ARIAS
GESNE,Demás trabajos,Presentacion del video seis tradiciones del cooperativismo,Colombia, 2018,Español,Internet,OSWALDO ANTONIO SALGADO CANAVERAL
GESNE,Demás trabajos,Consultoría científico tecnológico de nuevo conocimiento,Colombia, 2018,Español,Papel,LUIS FERNANDO QUIROS ARANGO
GESNE,Demás trabajos,Foro Regional de asociaciones y cooperativas de pequeños productores agropecuarios del oriente antioqueño,Colombia, 2014,Español,Otro,OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Demás trabajos,Red Unicosol Nodo Antioquia,Colombia, 2013,Español,Papel,"OLGA LUCIA ARBOLEDA ALVAREZ, LUZ DOLLY LOPERA GARCIA"
GESNE,Demás trabajos,Diseño de Curso básico de Economía solidaria para docentes del programa de admiistración de empresas,Colombia, 2012,Español,Internet,OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Demás trabajos,Ponencia Redes de migrantes y  construcción de unidades productivas,Perú, 2011,Español,Internet,"OLGA LUCIA ARBOLEDA ALVAREZ, SANTIAGO ALBERTO MORALES MESA"
GESNE,Demás trabajos,Foro regional de asociaciones y cooperativas de productores agropecuarios del suroeste antioqueño 2012,Colombia, 2011,Español,Internet,OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Demás trabajos,Federación Internacional de Universidades Católicas,Colombia, 2011,Español,Papel,OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Demás trabajos,"Protocolo proyecto Capital social ""factor comunidad"" en organizaciones de población desplazada de la ciudad de Medellin y sus incidencias en las condiciones de vida de las familias desplazadas",Colombia, 2009,Español,Papel,"ALFREDO  GHISO COTOS, OLGA LUCIA ARBOLEDA ALVAREZ, LUZ DOLLY LOPERA GARCIA, JENNY ACEVEDO, JOSE WILMAR PINO, EDISON VIVEROS CHAVARRIA"
GESNE,Demás trabajos,Módulo Introducción al Derecho Cooperativo,Colombia, 2009,Español,Internet,HERNANDO EMILIO ZABALA SALAZAR
GESNE,Demás trabajos,Módulo Modelos Económicos Solidarios,Colombia, 2008,Español,Internet,HERNANDO EMILIO ZABALA SALAZAR
GESNE,Demás trabajos,Módulo Gestión de Empresas de Economía Solidaria,Colombia, 2008,Español,Internet,HERNANDO EMILIO ZABALA SALAZAR
GESNE,Demás trabajos,Especialización en gestión de organizaciones de economía solidaria,Colombia, 2005,Español,Internet,"OLGA LUCIA ARBOLEDA ALVAREZ, LUZ DOLLY LOPERA GARCIA, CLARA INES ORREGO CORREA"
GESNE,Demás trabajos,Fondo de empleados de Esumer,Colombia, 2004,Español,Papel,"LUZ DOLLY LOPERA GARCIA, ANGELA ALVAREZ"
GORAS,Demás trabajos,Modulo de Emprendimiento,Colombia, 2018,Español,Internet,SANDRA MILENA MALAVERA PINEDA
GORAS,Demás trabajos,Documento de autoevaluación parala especialización en mercadeo estratégico,Colombia, 2018,Español,Papel,JAIME ALBERTO BELTRAN RIOS
GORAS,Demás trabajos,"Creatividad y Flexibilidad Cognitiva en una Muestra de Reclusos Beneficiarios del Posacuerdo Colombiano en la Cárcel de Bellavista en Medellín, Colombia.",Colombia, 2018,Español,Papel,SINDY YULIANA GALLEGO TAVERA
GORAS,Demás trabajos,Modulo Fundamentos de Mercadeo,Colombia, 2017,Español,Internet,SANDRA MILENA MALAVERA PINEDA
GORAS,Demás trabajos,Citas Bibliográficas,Colombia, 2012,Español,Internet,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Demás trabajos,Metodologia de la Investigación,Colombia, 2012,Español,Internet,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Demás trabajos,Historia Responsabilidad Social Empresarial,Colombia, 2012,Español,Internet,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Demás trabajos,Norma NTC 1486,Colombia, 2012,Español,Internet,JUAN SANTIAGO CALLE PIEDRAHITA
JURIDICAS Y SOCIALES,Demás trabajos,Taller Conciliación en Derecho de Familia con perspectiva de género,Colombia, 2021,Español,Otro,"MARIA ISABEL URIBE LOPEZ, ELVIGIA CARDONA ZULETA"
JURIDICAS Y SOCIALES,Demás trabajos,Generalidades del Decreto 806 de 2020. Cartilla de Justicia Digital: Guía práctica para el acceso a la justicia en tiempos de virtualidad.,Colombia, 2021,Español,Internet,DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Demás trabajos,Estudio de Caso,Colombia, 2021,Español,Internet,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Demás trabajos,La autenticidad en la presentación de la prueba digital y su incidencia en la protección del principio del debido proceso en los casos de divorcio.,Colombia, 2020,Español,Papel,DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Demás trabajos,Big data: patíbulo del debate político,Colombia, 2017,Español,Internet,ROBERTO MAURICIO ROMERO CARDENAS
JURIDICAS Y SOCIALES,Demás trabajos,"Director y Editor Revista Summa Iuris, Facultad de Derecho, Fundación Universitaria Luis Amigó",Colombia, 2015,Español,Internet,PAULO BERNARDO ARBOLEDA RAMIREZ
JURIDICAS Y SOCIALES,Demás trabajos,V Encuentro Internacional de Justicia Constitucional. Cartografías para la paz,Colombia, 2014,Español,Internet,PAULO BERNARDO ARBOLEDA RAMIREZ
JURIDICAS Y SOCIALES,Demás trabajos,"PONENCIA: LA PONDERACION Y LA EFECTIVIZACION DE LOS DERECHOS. III Encuentro Teoría General del Derecho ""Administración de Justicia y el Debido Proceso",Colombia, 2014,Español,Otro,LUZ AMPARO GRANADA DE ESPINAL
JURIDICAS Y SOCIALES,Demás trabajos,LOS ESTEREOTIPOS COMO ESTRATEGIA SEDUCTORA DE LA PSICOLOGIA DEL MARKETING,Colombia, 2013,Español,Internet,LUZ AMPARO GRANADA DE ESPINAL
JURIDICAS Y SOCIALES,Demás trabajos,IV Congreso Internacional de Justicia Constitucional. Sobre la Justicia Transicional. Participante co organizador.,Colombia, 2013,Español,Otro,MILTON CESAR JIMENEZ RAMIREZ
JURIDICAS Y SOCIALES,Demás trabajos,IV Encuentro Internacional de Justicia Constitucional. Entre Derecho y política: La Justicia Transicional,Colombia, 2013,Español,Papel,PAULO BERNARDO ARBOLEDA RAMIREZ
JURIDICAS Y SOCIALES,Demás trabajos,"IV Congreso Internacional y VII Nacional Filosofía del derecho, Ética y Política",Colombia, 2013,Español,Papel,PAULO BERNARDO ARBOLEDA RAMIREZ
JURIDICAS Y SOCIALES,Demás trabajos,"IV CONGRESO INTERNACIONAL Y VII NACIONAL DE FILOSOFIA DEL DERECHO, ETICA Y POLITICA",Colombia, 2013,Español,Papel,MILTON CESAR JIMENEZ RAMIREZ
JURIDICAS Y SOCIALES,Demás trabajos,La Moralidad Política en la Justicia Constitucional,Colombia, 2012,Español,Internet,MILTON CESAR JIMENEZ RAMIREZ
JURIDICAS Y SOCIALES,Demás trabajos,Exposición conceptual foro con temática ¿Es o no pornografía infantil?,Colombia, 2012,Español,Internet,ANA MARIA MESA ELNESER
SISCO,Demás trabajos,Revista Lámpsakos 16,Colombia, 2016,Español,Internet,GABRIEL JAIME CORREA HENAO
SISCO,Demás trabajos,Revista Lámpsakos 15,Colombia, 2015,Español,Internet,GABRIEL JAIME CORREA HENAO
SISCO,Demás trabajos,Revista Lámpsakos 14,Colombia, 2015,Español,Internet,GABRIEL JAIME CORREA HENAO
SISCO,Demás trabajos,Development of Photovoltaic Solar Energy in latin America,Colombia, 2015,Español,Internet,VICTOR DANIEL GIL VERA
SISCO,Demás trabajos,Implementation of a Intelligent Tutorial System for Socioenvironmental Management Projects,Portugal, 2015,Inglés,Papel,VICTOR DANIEL GIL VERA
SISCO,Demás trabajos,Revista Lámpsakos 13,Colombia, 2015,Español,Internet,GABRIEL JAIME CORREA HENAO
SISCO,Demás trabajos,Revista Lámpsakos 12,Colombia, 2014,Español,Internet,GABRIEL JAIME CORREA HENAO
SISCO,Demás trabajos,Revista Lámpsakos 11,Colombia, 2014,Español,Internet,GABRIEL JAIME CORREA HENAO
SISCO,Demás trabajos,Tesis de Maestría: Caracterización Sistemática de la Estructura de los Mercados de Derivados Eléctricos a Nivel Mundial,Colombia, 2014,Español,Papel,VICTOR DANIEL GIL VERA
SISCO,Demás trabajos,Sistemas Expertos. Una Herramienta para la Gestión Socioambiental de Proyectos de Infraestructura,Ecuador, 2014,Español,Internet,VICTOR DANIEL GIL VERA
SISCO,Demás trabajos,Revista Lámpsakos 10,Colombia, 2013,Español,Internet,GABRIEL JAIME CORREA HENAO
SISCO,Demás trabajos,"Revista Lámpsakos 6, 7 , 8",Colombia, 2013,Español,Internet,GABRIEL JAIME CORREA HENAO
SISCO,Demás trabajos,Revista Lámpsakos 9,Colombia, 2013,Español,Internet,GABRIEL JAIME CORREA HENAO
SISCO,Demás trabajos,Semillero de investigación edubótica,Colombia, 2012,Español,Internet,JUAN CARLOS MONSALVE GOMEZ
SISCO,Demás trabajos,"Semillero de Investigación ""EDUBOTICA""",Colombia, 2012,Español,Internet,INGRID DURLEY TORRES PARDO
SISCO,Demás trabajos,Estructura del departamento de ciencias basicas de la Fundacion Universitaria Luis Amigo,Colombia, 2009,Español,Papel,JOSE EUCARIO PARRA CASTRILLON
