grupo,categoria,tipo_producto,titulo,ano,revista,ISSN,libro,ISBN,medio_divulgacion,idioma_documento_original,idioma_traduccion,edicion,serie,autor_documento_original,autores
GESNE,Traducciones,Otra,Economía de la Salud,1999,,,,,Papel,Inglés,Español,0,,,LUZ DOLLY LOPERA GARCIA
