grupo,categoria,Nivel_Academico,Titulo,Pais,ano,Idioma,Medio_divulgacion,Sitio_Web,Nombre_del_Orientado,Programa_Academico,Institucion,Autores
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Características del proyecto de vion de las mujeres víctimas de las violencia de pareja, en las áreas persona y familiar, atendidas en la comisaria de familia del municipio de Montería, año 2010",Colombia,2010,Español,Papel,,María Claudia Hernández,Psicología,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA ELENA CASTILLO HURTADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,RELACIÓN ENTRE LA RESILENCIA ESTUDIANTIL CON REPITENCIA EN NIÑOS DE SEXTO GRADO DE BÁSICA SECUNDARIA DE LA INSTITUCIÓN EDUCATIVA MARCELIANO POLO DE CERETE-CORDOBA,Colombia,2010,Español,Papel,,"LUCY  MARGARITA MARTINEZ VERGARA, RUTH MARGARITA ESPINOSA PATERNINA",Psicología,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA ELENA CASTILLO HURTADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Ritos de iniciación en personas pertenecientes a grupo armados al margen de la ley en de departamento de Córdoba,Colombia,2010,Español,Papel,,Elkin Villalba Sierra,Psicología,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA ELENA CASTILLO HURTADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,ASOCIACION DE LA METODOLOGIA PROBLEMICA Y EL DESARROLLO DE COMPETENCIAS EN LOS ESTUDIANTES DE DECIMO GRADO DE LA I.E. MANUEL RUIZ DE LA CIUDAD DE MONTERIA,Colombia,2010,Español,Papel,,"YONIS RUIZ MARTINEZ, ADRIANA ZAPATA CAUSIL",ESPECIALIZACION EN DOCENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,VICTOR TERAN REALES
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"CARACTERÍSTICAS DEL PROYECTO DE VIDA DE LAS MUJERES VÍCTIMAS DE LA VIOLENCIA FAMILIAR, EMOCIONAL Y SOCIAL, ATENDIDAS EN LA COMISARIA DE FAMILIA DEL MUNICIPIO DE MONTERÍA, AÑO 2010",Colombia,2010,Español,Papel,,Sandra Lacouture Gonzalez; María C hernandez Doria,Psicología,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA ELENA CASTILLO HURTADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,POWER POINT COMO HERRAMIENTA GENERADORA DE APRENDIZAJE SIGNIFICATIVO EN LOS EDUCANDOS DEL GRADO 4º DEL ÁREA DE CIENCIAS NATURALES Y EDUCACIÓN AMBIENTAL DEL CENTRO EDUCATIVO LAS AREPAS DEL MUNICIPIO DE COTORRA DEPARTAMENTO DE CÓRDOBA.,Colombia,2010,Español,Papel,,"JOHANIS LUCÍA GUEVARA GUEVARA, NIDIA JUDITH PETRO URANGO Y SHIRLY GUZMÁN VILLADIEGO",DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,CUENTOS E HISTORIETAS MUDAS COMO ESTRATEGIA PARA ENSEÑAR COMPRENSIÓN LECTORA.,Colombia,2010,Español,Papel,,"ALEIDA MARÍA ZAPATA MESA, ARLEDIS MÁRQUEZ MARTÍNEZ Y WILDRY CUELLO LÓPEZ",DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,"EL CUENTO COMO ESTRATEGIA PARA CORREGIR LA DISGRAFÍA EN EL APRENDIZAJE DE LA ESCRITURA DE LOS EDUCANDOS DEL GRADO 3º EN LA INSTITUCIÓN EDUCATIVA SAN MIGUEL ABAJO DEL MUNICIPIO DE SAN CARLOS DEPARTAMENTO DE CÓRDOBA, 2010.",Colombia,2010,Español,Papel,,"MARLEM MARY BENITEZ PADILLA, MARÍA ISABEL SÁNCHEZ PAYARES Y ANDRIS INÉS SOTO RAMOS",DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,EL PICTOGRAMA COMO ESTRATEGIA PARA LA ENSEÑANZA DE LA LECTOESCRITURA A LOS NIÑOS DEL GRADO 2º DEL CENTRO DE DESARROLLO INTEGRAL (CDI) GETSEMANÍ DE MONTERÍA.,Colombia,2010,Español,Papel,,NIDIA JAIDI JERÉZ BERRÍO Y LINA MARGARITA REYES OCHOA,DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,FRISOS E HISTORIETAS COMO ESTRATEGIA PEDAGÓGICA PARA FORTALECER LAS COMPETENCIAS LECTORAS.,Colombia,2010,Español,Papel,,BEIRA ORTIZ AMADOR Y MARBELIS PADILLA GONZÁLEZ,DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,HERRAMIENTA WORD COMO ESTRATEGIA PEDAGÓGICA PARA ENSEÑAR A PRODUCIR TEXTOS ESCRITOS.,Colombia,2010,Español,Papel,,"BEATRIZ HELENA LÓPEZ, DINA LUZ ORTEGA BALLESTEROS Y GREGORY NICOLÁS PÉREZ PÁEZ",DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,"HERRAMIENTAS TECNOLÓGICAS COMO ESTRATEGIA PARA ENSEÑAR ORTOGRAFÍA A LOS ESTUDIANTES DEL GRADO 4º DE LA INSTITUCIÓN EDUCATIVA CRISTOBAL COLÓN, SEDE PABLO VI DE MONTERÍA.",Colombia,2010,Español,Papel,,"JULYS ROMERO LÓPEZ, GLORIA RAMÍREZ MEZA Y FRANCISCO JIMÉNEZ M.",DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,"JUEGO DE ROLES Y LA UTILIZACIÓN DE EMPAQUES VACÍOS COMO ESTRATEGIAS PARA LA ENSEÑANZA DE LA EXPRESIÓN ORAL EN LOS NIÑOS DEL GRADO 2º DE LA INSTITUCIÓN EDUCATIVA EL ÉBANO DEL MUNICIPIO DE LOS CÓRDOBAS, DEPARTAMENTO DE CÓRDOBA.",Colombia,2010,Español,Papel,,LEIZA LÓPEZ GUILLÉN Y CARMEN SEPÚLVEDA ÁVILA,DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,JUEGO DE LOTERIA COMO ESTRATEGIA PARA LA ENSEÑANZA DE LA LECTOESCRITURA EN LOS ESTUDIANTES DEL GRADO 2º DE LA INSTITUCIÓN EDUCATIVA SANTA MARÍA GORETTI DE MONTERÍA.,Colombia,2010,Español,Papel,,"ANGELMIRA SÁEZ MARTÍNEZ, ANA MARÍA SÁEZ MARTÍNEZ Y CLARA GÓMEZ ALARCÓN",DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,PERCEPCIÓN DEL AMBIENTE ESCOLAR EN EL AULA QUE TIENEN LOS ESTUDIANTES DEL GRADO NOVENO DE LA INSTITUCIÓN EDUCATIVA LOS CÓRDOBAS.,Colombia,2010,Español,Papel,,"HÉCTOR MARTILIANO B., CLARA LUZ PÉREZ PÉREZ Y ERACLIO OZUNA SOLAR",Especialización en Docencia,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,LA METODOLOGIA PROBLEMICA Y EL DESARROLLO DE LAS COMPETENCIAS EN LOS ESTUDIANTES DE 10 MANUEL ALVAREZ RUIZ,Colombia,2010,Español,Papel,,"YONIS RUIZ MARTINEZ, ADRIANA ZAPATA CAUSIL",ESPECIALIZACION EN DOCENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,VICTOR TERAN REALES
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,CONCEPCION DE LOS DOCENTES SOBRE CIENCIAS Y SU ASOCIACION EN LA CONCEPCION DE PRACTICAS PEDAGOGICAS I.E ANTONIA SANTOS,Colombia,2010,Español,Papel,,"GILMA  CARDENAS POMBO, GLENA MA. CEBALLOS CARRASCAL, JOSE NAVARRO A.",ESPECIALIZACION EN DOCENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,VICTOR TERAN REALES
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,PRACTICAS EVALUATIVAS EPLICADAS POR LOS DOCENTES DEL AREA DE LENGUA CASTELLANA CATALINA GULFO DEL MUNICIPIO DE VALENCIA,Colombia,2010,Español,Papel,,"MANUEL CONTRERAS,DEISY ARTEAGA, DIGNA PERALES Y MIGUEL NAVARRO",ESPECIALIZACION EN DOCENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,VICTOR TERAN REALES
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,CREACIÓN DE UNA EMPRESA PRESTADORA DEL SERVICIO DE LAVADO DE AUTOS UBICADA EN LA CIUDAD DE MONTERÍA ¿ CÓRDOBA,Colombia,2010,Español,Internet,,"EDWIN ENRIQUE IZQUIERDO NÚÑEZ,HERNANDO RAFAEL TORRALVO PUCHE,HERNANDO CUADRADO JIMÉNEZ",ADMINISTRACION,UNIVERSIDAD CATOLICA LUIS AMIGO,LACIDES DE JESUS CANAVERA GUZMAN
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,CREACIÓN DE UNA EMPRESA PRESTADORA DE SERVICIOS AUXILIARES Y EDUCATIVOS PARA HOGARES Y EMPRESAS UBICADA EN LA CIUDAD DE MONTERIA DEPARTAMENTO DE CÓRDOBA,Colombia,2010,Español,Internet,,"GEIDIS MARIA ARTEAGA DURANGO,MERY ASTRID KERGUELEN RICARDO,SILVANA CAROLINA MORALES VARGAS,VANESSA PAOLA PATERNINA VERGARA",ADMINISTRACION,UNIVERSIDAD CATOLICA LUIS AMIGO,LACIDES DE JESUS CANAVERA GUZMAN
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,"EL EMPLEO DE TEXTOS PRETEXTOS COMO ESTRATEGIA PEDAGÓGICA DIDÁCTICA PARA LA ENSEÑENZA Y APRENDIZAJE DE LAS CIENCIAS NATURALES EN LOS EDUCANDOS DEL GRADO 7º DE LA INSTITUCIÓN EDUCATIVA ALBERTO ALZATE PATIÑO DE PUNTA VERDE, PLANETA RICA - CÓRDOBA.",Colombia,2010,Español,Papel,,"DAISY MARTÍNEZ, CARMEN RAMÍREZ Y CLAUDIA PETRO",Especialización en Docencia,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,RENDIMIENTO ACADÉMICO DE ESTUDIANTES DE GRADO 5º DE EDUCACIÓN BÁSICA PRIMARIA EN LA INSTITUCIÓN EDUCATIVA VICTORIA MANZUR QUE ESTUDIAN Y TRABAJAN.,Colombia,2010,Español,Papel,,,Especialización en Docencia,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,PERCEPCIÓN DE ESTUDIANTES ACERCA DEL AMBIENTE ESCOLAR Y SU ASESORIA EN EL RENDIMIENTO ACADEMICO DE LOS ESTUDI ANTES DE BACHILLERATO DE LA IE.LOS CORDOBAS.,Colombia,2010,Español,Papel,,"Heraclio  Osuna, Clara López y Héctor Martilano",ESPECIALIZACION EN DOCENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,VICTOR TERAN REALES
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,FACTORES QUE AFECTAN LA CALIDAD EN LAS INSITUCIONES DE EDUCACION PARA EL TRABAJO Y EL DESARROLLO HUMANO EN LA CIUDAD DE MONTERIA,Colombia,2009,Español,Papel,,LILIANA MANNING,MAESTRIA EN EDUCACION,UNIVERSIDAD DE CORDOBA,VICTOR TERAN REALES
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,TRABAJO DE GRADO DE 20 GRUPOS DE ESTUDIANTES,Colombia,2009,Español,Papel,,EDGARDO JESUS ANNICCHIARICO TEJADA,Especialización en Gerencia de la Informatica,CORPORACIÓN UNIVERSITARIA REMINGTON,EDGARDO JESUS ANNICCHIARICO TEJADA
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Depresión e ideación suicida en individuos recluídos en el Instituto Penitenciario y Carcelario Las Mercedes de la ciudad de Montería,Colombia,2009,Español,Papel,,"Esperanza Jimenez García-Herreros, Sara Lucía Vivanco",Psicología,Universidad del Sinú - Elías Bechara Zainum,GUSTAVO ANTONIO BRUNAL GONZALEZ
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Estado actual de las Tic´s en las escuelas Públicas de Media Académica de la ciudad de Montería.,Colombia,2008,Español,Papel,,Jorge Padilla Nassif,Comunicación Social,Universidad del Sinú - Elías Bechara Zainum,MIGUEL EFREN GARCES PRETTEL
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,experiencias comunicativas en el desarrollo de las familias del sector el bongo y los reubicados al minuto de dios de Montería,Colombia,2008,Español,Papel,,,Comunicación Social,Universidad del Sinú - Elías Bechara Zainum,MIGUEL EFREN GARCES PRETTEL
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,la comunicación entre los vendedores informales y la administración municipal en aras de recuperar los espacios y garantizar el derecho al trabajo,Colombia,2008,Español,Papel,,Temis del Pilar Correa Pacheco,Comunicación Social,Universidad del Sinú - Elías Bechara Zainum,MIGUEL EFREN GARCES PRETTEL
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,dinámica laboral de las mujeres cabezas de familia y sus efectos en la comunicación familiar con sus hijos.,Colombia,2008,Español,Papel,,Kenny Otero,Comunicación Social,Universidad del Sinú - Elías Bechara Zainum,MIGUEL EFREN GARCES PRETTEL
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Razones que inciden en los canales locales de televisión para que halla déficit de identidad cultural en su programación.,Colombia,2008,Español,Papel,,Raúl Del Real Movilla,Comunicación Social,Universidad del Sinú - Elías Bechara Zainum,MIGUEL EFREN GARCES PRETTEL
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Estado actual del contenido de los programas que emiten el canal Global TV, de la ciudad de Montería",Colombia,2008,Español,Papel,,Ana Arroyo Jiménez,Comunicación Social,Universidad del Sinú - Elías Bechara Zainum,MIGUEL EFREN GARCES PRETTEL
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,CARACTERIZACION Y ROLES DE LA RADIO EN LA PREVENCIÓN DEL VIH-SIDA EN LA CIUDAD DE MONTERÍA,Colombia,2008,Español,Papel,,LEIDY HASHIEL SALDRRIAGA BRACAMONTE,Comunicación Social,Universidad del Sinú - Elías Bechara Zainum,MIGUEL EFREN GARCES PRETTEL
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,nuevos códigos lingüísticos a nivel popular diferentes al convencional que aparecen en las relaciones interpersonales de los adolescentes del barrio el Dorado,Colombia,2008,Español,Papel,,Ciro Miguel Álvarez,Comunicación Social,Universidad del Sinú - Elías Bechara Zainum,MIGUEL EFREN GARCES PRETTEL
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Comunicación en las relaciones internas del patio 3 de la cárcel las mercedes de la ciudad Montería,Colombia,2008,Español,Papel,,JESSICA TUIRAN ALMANZA,Comunicación Social,Universidad del Sinú - Elías Bechara Zainum,MIGUEL EFREN GARCES PRETTEL
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"SISTEMATIZACIÓN DEL PROCESO DE FORTALECIMIENTO DE LAS RELACIONES AFECTIVAS EN LAS FAMILIAS DE 15 MADRES COMUNITARIAS FAMI MEDIANTE LA ORIENTACIÓN FAMILIAR EN LOS BARRIOS ARENAL Y PARAÍSO DEL MUNICIPIO DE SANTA CRUZ DE LORICA, DEPARTAMENTO DE CÓRDOBA.",Colombia,2006,Español,Papel,,,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"SISTEMATIZACIÓN DEL PROCESO DE FORTALECIMIENTO DE LAS RELACIONES AFECTIVAS EN LAS FAMILIAS DE LOS MENORES TRABAJADORES DEL CENTRO DE FORMACIÓN INTEGRAL NUESTRA SEÑORA DEL ROSARIO, MUNICIPIO DE MONTERÍA, DEPARTAMENTO DE CÓRDOBA.",Colombia,2006,Español,Papel,,,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,"CALIDAD DE LA ATENCIÓN MÉDICA GENERAL AMBULATORIA Y VISIÓN LABORAL DE LOS ACTORES DE LA SEDE ESE CAMU DEL MUNICIPIO DE LORICA, DEPARTAMENTO DE CÓRDOBA, AÑO 2005.",Colombia,2006,Español,Papel,,,Especialización en Gerencia de los Servicios Sociales,UNIVERSIDAD CATOLICA LUIS AMIGO,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,"UNA MIRADA DEL TRABAJO INFANTIL DESDE LA GERENCIA DE LOS SERVICIOS SOCIALES EN LA CIUDAD DE CERETÉ, DEPARTAMENTO DE CÓRDOBA.",Colombia,2006,Español,Papel,,,Especialización en Gerencia de los Servicios Sociales,UNIVERSIDAD CATOLICA LUIS AMIGO,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,SISTEMATIZACION DEL PROCESO DE FORTALECIMIENTO DELAS RELACIONES AFECTIVAS EN LA FAMILIA DE LOS NIÑOS DEL CENTRO DE EDUCACION ESPECIAL QUERUBINES DE MONTERIA,Colombia,2006,Español,,,KARINA HERNANDEZ - XENIA MARRUGO - LEIDY VILLA,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,SISTEMATIZACION DEL FORTALECIMIENTO DE LAS RELACIONES AFECTIVAS EN 18 FAMILIAS USUARIAS DE LA FISCALIA GENERAL DE LA NACION RESIDENTES EN EL BARRIO EL DORADO DE LA CIUDAD DE MONTERIA,Colombia,2006,Español,,,YORLEDIS JOHANA GUEVARA GUEVARA ANGELICA PATRICIA HERNANDEZ,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"Sistematización del proceso de fortalecimiento del vínculo afectivo en las relaciones mader-hijo de 20 familias de la 3a etapa, Sector ""El Bongo"" del Barrio Minuto de Dios de la ciudad de Montería.",Colombia,2005,Español,Papel,,,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Fortalecimiento de los niveles de comunicación en las relaciones interpersonales de 20 familias pertenecientes al programa Gestores de Paz de Visión Mundial ubicadas en el Barrio Robinson Pitalúa en la ciudad de Montería.,Colombia,2005,Español,Papel,,,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Caracterización de la situación de las empresas del sector comercial, servicios y manufacturero existentes en la zona urbana del municipio de Puerto Libertador, durante los años 2000 y 2001.",Colombia,2005,Español,Papel,,,Administración de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Sistematización del proceso de fortalecimiento de la Comunicación asertiva en las Familias de las Madres comunitarias del Barrio Juan XXIII afiliadas a la ONG Corporación Minuto de Dios de la Ciudad de Montería.,Colombia,2005,Español,Papel,,,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Proceso de fortalecimiento en las relaciones socioafectivas de quince familias con hijos adolescentes afiliadas a la Fundación Vida Nueva vereda San Clemente Municipio de Tierralta.,Colombia,2005,Español,Papel,,,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Sistematización del proceso de fortalecimiento de la comunicación en las familias de los jóvenes ""Forjadores de Paz"" afiliados a la entidad Visión Mundial residentes en el Barrio Canta Claro de la ciudad de Montería.",Colombia,2005,Español,Papel,,,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Caracterización empresarial de los sectores comercial, manufacturero o industrial y servicios de la zona urbana del muncipio de la Apartada entre los años 2000 y 2001.",Colombia,2005,Español,Papel,,,Administración de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Sistematización del proceso de fortalecimiento de las Relaciones afectivas en quince familias de los niños del grado 5o de primaria de la Institución Educativa Básica Rural José María Córdoba del Corregimiento Pica Pica Nuevo-Montelibano, Córdoba.",Colombia,2005,Español,Papel,,,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Caracterización del sector empresarial de la zona urbana del municipio de Montelibano, durante el 2000 y primer semestre de 2001.",Colombia,2005,Español,Papel,,,Administración de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Sistematización del ejercicio de la autoridad en quince familias de los niños del Barrio el Dorado de Montería, adscritos al programa Gestores de Paz de la ONG Visión Mundial.",Colombia,2005,Español,Papel,,,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Incidencia económica del comercio informal en el comercio formal sector céntrico del municipio de Montería.,Colombia,2005,Español,Papel,,,Administración de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"SISTEMATIZACIÓN DEL PROCESO DE FORTALECIMIENTO DEL VÍNCULO AFECTIVO EN LAS RELACIONES MADRE ¿ HIJO DE 20 FAMILIAS DE LA TERCERA ETAPA, SECTOR ¿EL BONGO¿ DEL BARRIO MINUTO DE DIOS DE LA CIUDAD DE MONTERÍA, DEPARTAMENTO DE CÓRDOBA.",Colombia,2005,Español,Papel,,Amaury Romero Ballesteros,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"SISTEMATIZACIÓN DEL PROCESO DE FORTALECIMIENTO DEL EJERCICIO DE LA AUTORIDAD DE LOS PADRES DE FAMILIA HACIA LOS HIJOS QUE ASISTEN AL PROYECTO ¿GESTORES DE PAZ¿ DE VISIÓN MUNDIAL EN EL BARRIO EL DORADO DE MONTERÍA, DEPARTAMENTO DE CÓRDOBA.",Colombia,2005,Español,Papel,,Amaury Romero Ballesteros,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"SISTEMATIZACIÓN DEL PROCESO DE FORTALECIMIENTO DE LOS NIVELES DE COMUNICACIÓN INTERPERSONAL EN 20 FAMILIAS PERTENECIENTES AL PROGRAMA ¿GESTORES DE PAZ¿ DE VISIÓN MUNDIAL, BARRIO ROBINSON PITALÚA DE LA CIUDAD DE MONTERÍA, DEPARTAMENTO DE CÓRDOBA.",Colombia,2005,Español,Papel,,Amaury Romero Ballesteros,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,FRANCISCO WILLIAM MERCADO MERCADO
