grupo,categoria,nota_cientifica,revista,medio,pagina_inicial,pagina_final,ano,mes,sitio_web,volumen
FILOSOFIA Y TEOLOGIA CRITICA,Notas científicas,"Entrevista a Hugo Mujica en Copenhague, el 18 de agosto de 2018",Perseitas,papel,55,70,2020,8,https://www.funlam.edu.co/revistas/index.php/perseitas/article/view/3839,9
